rmse;hl;T;RS
0.4895747149747593;10;13;15
0.4790244277079851;25;13;15
0.4609130483995665;40;13;15
0.5309454480774247;55;13;15
0.5170913273204939;70;13;15
0.5275715103370515;85;13;15
0.5181155718770688;100;13;15
0.6852563657173051;10;52;15
0.5803140129170937;25;52;15
0.6480522347895669;40;52;15
0.6628863743079982;55;52;15
0.6257146471793918;70;52;15
0.8303448803968468;85;52;15
0.5977435671911394;100;52;15
0.6326192239665025;10;91;15
0.4344842021269203;25;91;15
0.7466526233888293;40;91;15
0.729887877741299;55;91;15
0.4422350392779466;70;91;15
0.8809052080069506;85;91;15
0.8698544985481308;100;91;15
0.644170508115691;10;130;15
0.9588016050274681;25;130;15
0.8371668532325738;40;130;15
0.7097713211347823;55;130;15
0.8290304610721622;70;130;15
0.942627668816409;85;130;15
0.9700893075134024;100;130;15
