"","ts_x"
"454",-0.0276803267491405
"455",-0.0133973791916852
"456",-0.00465915734649693
"457",0.00735826698953549
"458",0.0225867507703714
"459",0.0294759407286549
"460",0.0385316528635814
"461",0.0495588716404955
"462",0.0672031091448931
"463",0.0561830800099043
"464",0.0273845598096354
"465",-0.022706087132838
"466",-0.0739396201070525
"467",-0.113168012835115
"468",-0.123935111066366
"469",-0.106244866167227
"470",-0.0610359643148465
"471",0.00490878042938957
"472",0.0810644130778971
"473",0.149964924073247
"474",0.196980058348302
"475",0.202632879757277
"476",0.153427796672091
"477",0.0699708460742691
"478",-0.0329044630034744
"479",-0.12605960936779
"480",-0.201004962645324
"481",-0.224926254790386
"482",-0.197276102118546
"483",-0.12910058452638
"484",-0.0314490854195256
"485",0.0658686821110555
"486",0.148659615429403
"487",0.192115752442072
"488",0.209325770482179
"489",0.181835080545531
"490",0.111743108091607
"491",0.00748359071035358
"492",-0.0928065520388892
"493",-0.168972741417138
"494",-0.201061720961071
"495",-0.200925031405874
"496",-0.152663929419696
"497",-0.0758969334241799
"498",0.020537798508273
"499",0.126405732731619
"500",0.194242884032422
"501",0.212933696365873
"502",0.183906441713914
"503",0.123468893889347
"504",0.0296460530091821
"505",-0.0565560777724621
"506",-0.128845423838219
"507",-0.17861618694941
"508",-0.18763775857039
"509",-0.154648224804837
"510",-0.104238063442755
"511",-0.0213288820056368
"512",0.0592746148729555
"513",0.126143003446325
"514",0.150444967744645
"515",0.151654749605868
"516",0.11882337961369
"517",0.0724086113432235
"518",0.00133209849466624
"519",-0.0584749929634928
"520",-0.102132962110878
"521",-0.120845963378684
"522",-0.107320908486179
"523",-0.078815446377841
"524",-0.0335032070187404
"525",-0.0062599230274009
"526",0.00940357076509812
"527",0.0120168546220262
"528",0.00502635705197606
"529",-0.00838569287555013
"530",0.000684988933388704
"531",0.0282752662177863
"532",0.0445059139687084
"533",0.0513197256330508
"534",0.0639734513733184
"535",0.0618732585393636
"536",0.0387959439031188
"537",0.000354844641823081
"538",-0.0505437514118196
"539",-0.0813297110764842
"540",-0.109034486633433
"541",-0.118066654194648
"542",-0.0959004934861612
"543",-0.064070756274327
"544",-0.0129771525205253
"545",0.0465586507211467
"546",0.112763375007693
"547",0.155930753340554
"548",0.147371656780598
"549",0.104123758178476
"550",0.0222977940481478
"551",-0.0590725070018953
"552",-0.122953473624347
"553",-0.173551225221031
"554",-0.193399490112387
"555",-0.166912093321615
"556",-0.0957868347432959
"557",-0.0047101886006216
"558",0.0954993718416389
"559",0.176337741181431
"560",0.220972737599311
"561",0.215078236376686
"562",0.152876328404062
"563",0.0621101569222816
"564",-0.0357903439275471
"565",-0.13924245041546
"566",-0.19831140348024
"567",-0.203260140210685
"568",-0.168473944158382
"569",-0.0944398508145334
"570",0.00508479923129092
"571",0.100944744628735
"572",0.171193436649482
"573",0.193721874521934
"574",0.174997024427742
"575",0.128283277364716
"576",0.0522802989934774
"577",-0.0250144583601336
"578",-0.0959261128002013
"579",-0.130691482280371
"580",-0.149479636543896
"581",-0.131021861552636
"582",-0.0692021045793648
"583",0.0192150946552103
"584",0.0910214020551325
"585",0.140744049645477
"586",0.147930180667669
"587",0.125593096415117
"588",0.0830484892258197
"589",0.00106979241364262
"590",-0.0591166253052745
"591",-0.101899552873354
"592",-0.129237544243381
"593",-0.119173047379476
"594",-0.0730067076190556
"595",-0.0140068999219482
"596",0.0466675534854189
"597",0.0880277303075553
"598",0.0965048486406501
"599",0.0888072953864123
"600",0.055090535315022
"601",0.00163175544943753
"602",-0.0541159734985746
"603",-0.0856393332539789
"604",-0.0965570148729358
"605",-0.0649588255593495
"606",-0.0234450615714275
"607",0.028533588753393
"608",0.070869365327872
"609",0.0828059414364921
"610",0.0619973350376031
"611",0.0371957364202242
"612",0.00489148303426772
"613",-0.0371330416841361
"614",-0.0595255334883542
"615",-0.0543351966771707
"616",-0.0376301797021056
"617",-0.00605886427879171
"618",0.0293863226820884
"619",0.06262192786278
"620",0.0749921990227789
"621",0.0577479779775547
"622",0.0130500481132478
"623",-0.0271630351210781
"624",-0.0476332337552278
"625",-0.0692012433493516
"626",-0.0769664006887927
"627",-0.073295094887771
"628",-0.0416671915301147
"629",0.0020052214740884
"630",0.0515145437198094
"631",0.0830512751866533
"632",0.105206339631937
"633",0.101234164391202
"634",0.0605627775957948
"635",0.00445374850196575
"636",-0.0489346648177163
"637",-0.0870501121645196
"638",-0.0999110707111842
"639",-0.0972766627772819
"640",-0.0783392425529223
"641",-0.0428259952073093
"642",0.00875223821006758
"643",0.0651552121067075
"644",0.110804358351616
"645",0.117575214967776
"646",0.0870991258145102
"647",0.0346306057916257
"648",-0.0213963410534099
"649",-0.081646577748548
"650",-0.12127472251985
"651",-0.126651862011472
"652",-0.0963172858983111
"653",-0.0468534853033598
"654",0.0114411186750594
"655",0.0750951233867232
"656",0.115594562895891
"657",0.125576341059647
"658",0.102525126137782
"659",0.0497815430505111
"660",-0.0029663341065736
"661",-0.0546118817736716
"662",-0.0966832922430565
"663",-0.108056813048818
"664",-0.0938234863873982
"665",-0.0478859062033099
"666",0.0073694314846359
"667",0.0743459495180652
"668",0.110148358142379
"669",0.119441739372192
"670",0.0894288484442717
"671",0.0403616018944278
"672",-0.0271815573149712
"673",-0.0791034447805823
"674",-0.112935538588709
"675",-0.102899492196669
"676",-0.071758066374257
"677",-0.0291434512350353
"678",0.0160567410860872
"679",0.0652392636731674
"680",0.0849913152727517
"681",0.0916818425173539
"682",0.0797340258969245
"683",0.0483983532137765
"684",-0.00273119819391424
"685",-0.0563477350808442
"686",-0.0826823016514897
"687",-0.0777949555950286
"688",-0.0659133961442758
"689",-0.0339190913673188
"690",0.01262774220567
"691",0.0537783649529454
"692",0.0892387118756228
"693",0.0820597395042334
"694",0.055436505636558
"695",0.0217268782896402
"696",-0.0262321595630389
"697",-0.0678307431493615
"698",-0.0928510710748664
"699",-0.0923201965605247
"700",-0.0663815497457965
"701",-0.0305049712451832
"702",0.00934124763958488
"703",0.0584434126526717
"704",0.0835498335824835
"705",0.0764397059464136
"706",0.0473845182223239
"707",0.00398386311274476
"708",-0.046086219355297
"709",-0.0776180010716902
"710",-0.0839470581560461
"711",-0.0710765958792147
"712",-0.0439337482480364
"713",-0.00332610231591735
"714",0.0426236438376102
"715",0.0926414256828846
"716",0.109672272055287
"717",0.0979389367513288
